# 2BIGB_name(J2000)       R.A.(deg)  Dec(deg)    N0(E-13)_2BIGB   N0_err(E-13)_2BIGB   Gamma_2BIGB  Gamma_err_2BIGB   Flux(0.5-500GeV)_2BIGB   Flux_err(0.5-500GeV)_2BIGB   TS_2BIGB   4FGLv20_name       PivotEnergy_2BIGB   5BZCat           sflag_3HSP  log(nu)_3HSP[Hz] log(nufnu)_3HSP[erg/sm2/s]   nuflag_3HSP   z_3HSP   zflag_3HSP   FOM_3HSP   WHSPnames               4FGL_Name_v20       R.A.4FGL_v20     Dec_4FGL_v20    sqrt(TS)_4FGL_v20   Pivot_Energy_4FGL_v20   N0_4FGL_v20      N0_err_4FGL_20   PL_Index_4FGL_v20   PL_Index_err_4FGL_v20   GAL_LONG             GAL_LAT              
  2BIGBJ070132.2+250953   105.384    25.16492    0.0619223        0.0168               1.64015      0.176106          1.86322E-10              6.71898E-11                  62.75      0701.5+2511        4666.0044           --               0            17.0           -11.6             2             0.33     5            1.0        --                      "4FGL J0701.5+2511" 105.3765      25.196         0.0472               4666.0044               8.482238E-15     1.8237799E-15    1.866285            0.15606435              191.2079371593669    13.26035792078496    
  2BIGBJ070315.9+680831   105.81625  68.142      0.0257286        0.007773             1.84066      0.202272          1.08875E-10              4.38109E-11                  25.8766    0703.2+6809        5079.957            --               1            15.6           -12.4             1             0.27     5            0.16       --                      "4FGL J0703.2+6809" 105.8104      68.151         0.0677               5079.957                3.984957E-15     1.0463613E-15    1.8428612           0.16624957              147.395330010738     26.122683359181632   
  2BIGBJ070610.8+024449   106.54508  2.747       0.0118428        0.00314416           1.4745       0.158567          1.6685E-10               6.62361E-11                  52.8749    0706.1+0246        14197.206           --               0            16.0           -11.7             1             0.22     5            0.79       --                      "4FGL J0706.1+0246" 106.5454      2.7772         0.0574               14197.206               1.4325436E-15    3.568214E-16     1.6068071           0.15193059              212.16311662658813   4.530939580652651    
  2BIGBJ070631.7+374436   106.63204  37.74342    1.20784          0.0635055            1.88476      0.041848          1.84253E-9               1.09968E-10                  1179.32    0706.5+3744        2876.038            5BZBJ0706+3744   0            15.4           -11.6             1             ""       --           1.0        2WHSPJ070631.6+374435   "4FGL J0706.5+3744" 106.63        37.7383        0.0162               2876.038                1.3718375E-13    7.80772E-15      1.8443094           0.039302286             179.49242361891322   18.99131355728546    
  2BIGBJ070858.3+224135   107.24283  22.69317    3.29352          0.195146             2.07992      0.0525497         2.06686E-9               1.34447E-10                  748.079    0709.1+2241        1750.9668           5BZBJ0708+2241   0            15.3           -11.3             1             ""       --           2.0        --                      "4FGL J0709.1+2241" 107.2769      22.6847        0.0263               1750.9668               3.4621703E-13    2.1335691E-14    2.060462            0.046815086             194.2410106830788    13.808172392842618   
  2BIGBJ070912.5-152703   107.30213  -15.45097   0.0756479        0.0121601            1.72752      0.108021          5.42984E-10              1.23573E-10                  100.036    0709.2-1527        7399.8184           --               0            16.9           -10.9             1             0.1      5            5.01       --                      "4FGL J0709.2-1527" 107.3095      -15.4512       0.0383               7399.8184               8.123057E-15     1.4112064E-15    1.7499744           0.104511455             228.68909558306834   -3.1547149819192244  
  2BIGBJ070947.1-300905   107.44962  -30.15158   0.16384          0.0286812            1.88734      0.126757          4.17815E-10              9.63097E-11                  81.1238    0709.7-3009        3772.7314           --               0            16.4           -12.0             1             ""       --           0.4        --                      "4FGL J0709.7-3009" 107.4428      -30.1542       0.0532               3772.7314               1.50162E-14      3.2087148E-15    1.9954093           0.14176542              241.9731903645507    -9.639529625702798   
  2BIGBJ071030.1+590820   107.62521  59.13903    0.203552         0.0150913            1.68564      0.0521995         7.67598E-10              6.86708E-11                  695.226    0710.4+5908        5221.189            5BZBJ0710+5908   0            18.1           -10.7             1             0.12     1            7.94       2WHSPJ071029.9+590820   "4FGL J0710.4+5908" 107.6234      59.1352        0.0171               5221.189                2.222928E-14     1.8410371E-15    1.6799984           0.0540893               157.40425949418528   25.426446703253497   
  2BIGBJ071218.9+571948   108.07871  57.33014    2.09399          0.216992             2.58044      0.134855          8.40699E-10              9.8177E-11                   145.191    0712.4+5724        1337.9283           5BZBJ0712+5719   0            17.6           -12.1             1             0.095    2            0.32       2WHSPJ071218.7+571947   "4FGL J0712.4+5724" 108.1247      57.4098        0.1513               1337.9283               1.03105675E-13   1.9774708E-14    2.3880184           0.1728697               159.41959411308787   25.311954390356078   
  2BIGBJ071223.6+331333   108.09825  33.22603    0.0641824        0.0189031            1.91519      0.19714           1.63195E-10              5.93624E-11                  21.9018    0712.5+3311        3716.584            --               0            16.8           -12.4             1             0.41     5            0.16       --                      "4FGL J0712.5+3311" 108.1476      33.1893        0.0532               3716.584                8.1093325E-15    2.2011657E-15    2.0102816           0.21136683              184.403149831204     18.531735919325094   
  2BIGBJ071745.1-552022   109.43775  -55.33944   0.0895492        0.00965126           1.9061       0.0792736         3.40441E-10              4.76941E-11                  77.8922    0717.7-5519        4609.992            --               0            15.4           -12.1             1             ""       --           0.32       2WHSPJ071745.0-552021   "4FGL J0717.7-5519" 109.4359      -55.3198       0.0489               4609.992                9.983286E-15     1.894178E-15     1.9074348           0.12399479              266.3687864962343    -18.48633228028464   
  2BIGBJ071908.1-705403   109.78587  -70.90097   0.0688682        0.0157016            2.01602      0.167246          2.53443E-10              7.30257E-11                  36.0101    0719.1-7055        4251.337            --               1            16.4           -12.6             1             0.33     5            0.1        2WHSPJ071908.5-705402   "4FGL J0719.1-7055" 109.78        -70.9268       0.084                4251.337                7.29809E-15      1.9259806E-15    1.9724492           0.1610908               282.2185870371395    -23.313770274059284  
  2BIGBJ072113.1-022055   110.30792  -2.34861    0.0914793        0.0209717            1.85868      0.161384          3.11557E-10              9.86566E-11                  49.3397    0721.3-0222        4469.276            --               0            16.9           -11.7             1             0.38     5            0.79       --                      "4FGL J0721.3-0222" 110.3253      -2.3687        0.0654               4469.276                1.0795991E-14    2.4471885E-15    1.9256374           0.15606827              218.4397241426042    5.54282659522703     
